initial-population,population,time,gini-mean,gini-variance
400,237,916,0.566096485,3.05E-08
400,252,815,0.513539843,3.04E-08
400,250,767,0.479374854,3.04E-08
400,236,869,0.543460649,3.05E-08
400,262,909,0.55904817,3.04E-08
400,252,826,0.508304652,3.04E-08
400,265,786,0.502987109,3.05E-08
400,258,878,0.546360928,3.05E-08
400,251,814,0.514222479,3.04E-08
400,252,813,0.541054641,3.04E-08
400,251,772,0.483022552,3.05E-08
400,250,836,0.493937268,3.05E-08
400,246,818,0.485140167,3.04E-08
400,255,755,0.479560653,3.04E-08
400,241,797,0.480844641,3.04E-08
400,263,817,0.51478053,3.04E-08
400,237,822,0.492661365,3.04E-08
400,258,842,0.510116059,3.04E-08
400,259,834,0.542604165,3.05E-08
400,253,737,0.483456627,3.04E-08
400,254,808,0.515628659,3.04E-08
400,247,765,0.487302836,3.04E-08
400,250,717,0.457755113,3.05E-08
400,255,816,0.501304577,3.04E-08
400,256,822,0.513912631,3.05E-08
400,249,860,0.528988136,3.04E-08
400,254,812,0.493585933,3.04E-08
400,269,819,0.527926462,3.04E-08
400,260,822,0.521715973,3.05E-08
400,268,836,0.496812634,3.04E-08
400,254,773,0.469826314,3.04E-08
400,252,811,0.491862103,3.05E-08
400,251,823,0.511280074,3.04E-08
400,245,790,0.475612868,3.04E-08
400,249,782,0.49449988,3.05E-08
400,250,830,0.503457085,3.05E-08
400,249,808,0.512789428,3.05E-08
400,262,814,0.498729258,3.04E-08
400,254,903,0.568928876,3.04E-08
400,244,839,0.527171318,3.05E-08
400,268,777,0.48798967,3.04E-08
400,250,859,0.530055966,3.05E-08
400,237,798,0.494956665,3.04E-08
400,225,804,0.520100919,3.04E-08
400,241,910,0.562593497,3.04E-08
400,261,845,0.501850328,3.04E-08
400,246,699,0.445928197,3.05E-08
400,256,857,0.503980115,3.05E-08
400,271,832,0.52165488,3.04E-08
400,256,887,0.522165483,3.05E-08
400,256,873,0.514213384,3.04E-08
400,252,792,0.498477676,3.05E-08
400,238,779,0.49794577,3.04E-08
400,258,846,0.52292641,3.05E-08
400,257,833,0.545430333,3.05E-08
400,262,792,0.481076061,3.04E-08
400,248,802,0.497882118,3.04E-08
400,255,819,0.510044749,3.04E-08
400,265,770,0.488535234,3.04E-08
400,249,830,0.484929164,3.05E-08
400,237,784,0.495969024,3.05E-08
400,257,887,0.533729485,3.04E-08
400,255,816,0.498261425,3.04E-08
400,274,850,0.512525721,3.04E-08
450,279,764,0.483482167,3.04E-08
450,292,819,0.502955788,3.05E-08
450,295,755,0.494556694,3.05E-08
450,276,814,0.502033825,3.04E-08
450,300,797,0.495253055,3.05E-08
450,278,781,0.492642794,3.04E-08
450,272,802,0.492027799,3.04E-08
450,287,902,0.537812915,3.05E-08
450,280,791,0.504270557,3.05E-08
450,276,739,0.479048327,3.04E-08
450,276,886,0.553478272,3.05E-08
450,299,854,0.521871681,3.05E-08
450,282,855,0.507255636,3.04E-08
450,273,830,0.501938686,3.05E-08
450,283,887,0.559458212,3.04E-08
450,279,870,0.525774161,3.05E-08
450,290,835,0.50542729,3.05E-08
450,289,785,0.49902232,3.04E-08
450,293,790,0.491538585,3.05E-08
450,267,800,0.507471658,3.04E-08
450,288,792,0.484965028,3.04E-08
450,280,827,0.51352222,3.05E-08
450,290,865,0.516685984,3.04E-08
450,290,826,0.518629012,3.05E-08
450,295,873,0.524497096,3.04E-08
450,288,813,0.499741223,3.04E-08
450,273,733,0.478544002,3.04E-08
450,295,801,0.492851291,3.04E-08
450,285,842,0.527435029,3.04E-08
450,279,770,0.505224643,3.04E-08
450,270,844,0.506659585,3.04E-08
450,273,811,0.508025509,3.05E-08
450,277,814,0.511563571,3.04E-08
450,302,846,0.513748644,3.05E-08
450,274,796,0.491161143,3.05E-08
450,279,818,0.507171094,3.05E-08
450,295,784,0.477851209,3.04E-08
450,286,789,0.492666693,3.04E-08
450,294,791,0.49180029,3.04E-08
450,271,844,0.539821846,3.04E-08
450,283,756,0.469506704,3.04E-08
450,284,840,0.511017743,3.05E-08
450,295,825,0.506794344,3.05E-08
450,292,860,0.506715806,3.05E-08
450,289,797,0.507155403,3.04E-08
450,273,857,0.512241161,3.05E-08
450,287,798,0.481837618,3.04E-08
450,285,758,0.481068492,3.04E-08
450,299,874,0.529066382,3.05E-08
450,284,830,0.51258564,3.05E-08
450,282,840,0.526696159,3.04E-08
450,269,805,0.498008723,3.04E-08
450,290,772,0.490097614,3.04E-08
450,279,731,0.472782998,3.04E-08
450,279,829,0.507442523,3.04E-08
450,269,772,0.466747746,3.05E-08
450,279,781,0.490484305,3.04E-08
450,285,777,0.493389492,3.04E-08
450,276,757,0.474393849,3.04E-08
450,278,774,0.493428616,3.05E-08
450,298,802,0.493949729,3.05E-08
450,289,750,0.477307419,3.04E-08
450,282,848,0.521595942,3.05E-08
450,284,760,0.485356843,3.05E-08
450,292,777,0.487831569,3.05E-08
450,294,795,0.510425784,3.05E-08
450,286,804,0.499639085,3.05E-08
450,287,763,0.476362435,3.04E-08
450,269,845,0.505457222,3.04E-08
450,285,804,0.504391888,3.04E-08
450,282,817,0.482144804,3.05E-08
450,277,831,0.506139195,3.05E-08
450,275,835,0.528414317,3.05E-08
450,285,870,0.51686698,3.04E-08
450,281,845,0.500983982,3.04E-08
450,261,825,0.510606634,3.04E-08
450,284,833,0.516174797,3.05E-08
450,281,791,0.497722538,3.05E-08
450,275,883,0.528755916,3.05E-08
450,285,795,0.479939815,3.04E-08
450,278,758,0.501840104,3.04E-08
450,284,797,0.50373506,3.04E-08
450,269,823,0.50444376,3.04E-08
450,279,811,0.51608067,3.04E-08
450,276,800,0.477298617,3.04E-08
450,283,791,0.49622039,3.04E-08
450,281,881,0.539241166,3.05E-08
450,295,759,0.473849465,3.05E-08
450,285,823,0.492726056,3.04E-08
450,293,823,0.507906031,3.04E-08
450,282,782,0.500783498,3.04E-08
450,278,740,0.471151921,3.05E-08
450,277,897,0.549960239,3.04E-08
450,269,779,0.505762149,3.05E-08
450,301,802,0.490391026,3.04E-08
450,290,795,0.504574598,3.04E-08
450,298,831,0.509360161,3.04E-08
450,293,819,0.513097203,3.04E-08
450,287,810,0.500001575,3.04E-08
450,283,769,0.487631842,3.05E-08
500,333,772,0.504324176,3.05E-08
500,319,884,0.53322756,3.04E-08
500,306,855,0.518134982,3.04E-08
500,323,835,0.501030902,3.05E-08
500,304,871,0.522266973,3.04E-08
500,319,829,0.532263955,3.05E-08
500,324,804,0.500387681,3.05E-08
500,324,849,0.521904312,3.05E-08
500,292,787,0.494798466,3.05E-08
500,313,818,0.498465678,3.04E-08
500,321,810,0.504368473,3.05E-08
500,318,828,0.499189327,3.04E-08
500,323,831,0.512984193,3.05E-08
500,295,821,0.509778402,3.05E-08
500,318,836,0.502748947,3.05E-08
500,310,853,0.530238947,3.04E-08
500,314,813,0.484916125,3.05E-08
500,317,767,0.470157552,3.05E-08
500,311,770,0.495945735,3.05E-08
500,294,844,0.523976889,3.05E-08
500,315,790,0.506065617,3.04E-08
500,313,794,0.501749018,3.04E-08
500,312,808,0.496868016,3.04E-08
500,321,851,0.533580297,3.04E-08
500,307,857,0.522470821,3.05E-08
500,304,828,0.497150963,3.04E-08
500,324,862,0.502205694,3.04E-08
500,315,794,0.490607386,3.04E-08
500,315,841,0.519182421,3.04E-08
500,309,845,0.512669626,3.04E-08
500,309,895,0.54734243,3.04E-08
500,311,786,0.510121668,3.04E-08
500,299,795,0.48310575,3.05E-08
500,304,856,0.539352373,3.04E-08
500,328,823,0.52333761,3.04E-08
500,312,804,0.500099763,3.05E-08
500,285,824,0.520405792,3.05E-08
500,322,767,0.499315806,3.04E-08
500,304,792,0.502406085,3.04E-08
500,326,757,0.489546623,3.05E-08
500,293,784,0.485513872,3.05E-08
500,318,800,0.522013825,3.05E-08
500,309,727,0.471012038,3.04E-08
500,291,778,0.484588969,3.04E-08
500,308,788,0.491617571,3.04E-08
500,299,804,0.49707305,3.05E-08
500,307,753,0.451126236,3.05E-08
500,316,803,0.493708129,3.04E-08
500,318,801,0.495219681,3.04E-08
500,312,878,0.513389215,3.04E-08
500,310,785,0.474302692,3.05E-08
500,320,850,0.516330939,3.04E-08
500,303,819,0.509265674,3.04E-08
500,313,842,0.496698097,3.05E-08
500,313,802,0.502837527,3.05E-08
500,320,773,0.500301482,3.05E-08
500,319,814,0.506065557,3.04E-08
500,324,788,0.498590098,3.04E-08
500,324,809,0.513537147,3.05E-08
500,318,862,0.5345342,3.04E-08
500,301,751,0.478544178,3.05E-08
500,325,838,0.535082342,3.05E-08
500,299,756,0.473575852,3.04E-08
500,292,809,0.495839755,3.04E-08
500,308,847,0.510907345,3.05E-08
500,309,907,0.547535567,3.05E-08
500,310,770,0.486517754,3.05E-08
500,310,831,0.503778487,3.04E-08
500,306,880,0.541911438,3.04E-08
500,305,808,0.498526241,3.05E-08
500,300,790,0.491597858,3.05E-08
500,301,804,0.505810587,3.04E-08
500,305,826,0.497151705,3.05E-08
500,284,817,0.497724964,3.05E-08
500,305,853,0.494274852,3.04E-08
500,314,804,0.472335372,3.04E-08
500,305,852,0.536606629,3.05E-08
500,313,768,0.471089917,3.04E-08
500,308,787,0.479516673,3.04E-08
500,329,784,0.483494888,3.04E-08
500,321,824,0.520794345,3.04E-08
500,324,821,0.518528758,3.04E-08
500,315,850,0.540954902,3.04E-08
500,315,861,0.512486303,3.04E-08
500,309,791,0.4846164,3.05E-08
500,316,828,0.515545986,3.04E-08
500,299,746,0.491455965,3.03E-08
500,313,840,0.504057378,3.04E-08
500,313,924,0.549429832,3.05E-08
500,313,802,0.500596129,3.04E-08
500,304,762,0.47293035,3.05E-08
500,312,816,0.497989977,3.04E-08
500,334,828,0.511026681,3.04E-08
500,305,865,0.546280833,3.04E-08
500,307,828,0.543436346,3.05E-08
500,319,829,0.511181989,3.04E-08
500,295,822,0.502280427,3.04E-08
500,318,853,0.523162205,3.04E-08
500,300,868,0.525907889,3.04E-08
500,309,887,0.555094523,3.04E-08
550,325,788,0.498214309,3.05E-08
550,340,785,0.487697404,3.04E-08
550,353,852,0.517860625,3.04E-08
550,343,828,0.523734845,3.05E-08
550,347,792,0.477998847,3.04E-08
550,341,812,0.508565916,3.04E-08
550,348,824,0.514199214,3.05E-08
550,349,812,0.478796941,3.05E-08
550,349,831,0.498150853,3.04E-08
550,351,769,0.483371926,3.04E-08
550,330,805,0.497055268,3.05E-08
550,344,863,0.540886877,3.04E-08
550,340,805,0.507577222,3.04E-08
550,328,895,0.553422456,3.04E-08
550,353,786,0.482380552,3.04E-08
550,354,809,0.494972955,3.05E-08
550,334,775,0.488102549,3.04E-08
550,335,857,0.531376222,3.04E-08
550,338,854,0.531324197,3.05E-08
550,350,814,0.49312171,3.04E-08
550,346,870,0.532717846,3.04E-08
550,356,754,0.476886112,3.04E-08
550,331,786,0.484935698,3.04E-08
550,330,759,0.478416758,3.04E-08
550,333,844,0.535424712,3.05E-08
550,346,828,0.515263418,3.04E-08
550,340,875,0.543749552,3.05E-08
550,355,765,0.474764309,3.04E-08
550,348,863,0.526678263,3.04E-08
550,348,916,0.548862835,3.04E-08
550,334,756,0.481757992,3.04E-08
550,349,831,0.517181371,3.05E-08
550,326,817,0.512347329,3.04E-08
550,332,869,0.531398864,3.04E-08
550,365,776,0.475004839,3.04E-08
550,334,893,0.532122563,3.04E-08
550,331,816,0.518671742,3.05E-08
550,335,801,0.481055066,3.05E-08
550,336,809,0.504569705,3.04E-08
550,345,875,0.557190039,3.04E-08
550,337,791,0.491806809,3.04E-08
550,365,823,0.517185249,3.04E-08
550,344,790,0.503430908,3.05E-08
550,352,731,0.461710413,3.04E-08
550,354,868,0.540412028,3.05E-08
550,347,794,0.477594063,3.05E-08
550,334,865,0.528852701,3.05E-08
550,335,801,0.503856429,3.05E-08
550,348,754,0.477299505,3.04E-08
550,345,756,0.48596312,3.04E-08
550,354,846,0.537775652,3.05E-08
550,345,844,0.532226935,3.05E-08
550,346,836,0.517942765,3.05E-08
550,353,820,0.521280163,3.04E-08
550,351,824,0.505059669,3.04E-08
550,343,822,0.521094005,3.05E-08
550,346,833,0.517693891,3.04E-08
550,333,801,0.495546874,3.04E-08
550,337,776,0.48719172,3.05E-08
550,343,830,0.54812244,3.04E-08
550,352,836,0.521073671,3.05E-08
550,358,852,0.525801435,3.04E-08
550,343,756,0.465834119,3.04E-08
550,302,826,0.516546911,3.05E-08
550,333,759,0.478991172,3.04E-08
550,349,819,0.510364039,3.04E-08
550,341,829,0.506762402,3.05E-08
550,325,824,0.513780035,3.04E-08
550,340,776,0.490334513,3.05E-08
550,345,815,0.483570699,3.05E-08
550,346,827,0.517822055,3.04E-08
550,358,870,0.505701718,3.05E-08
550,342,857,0.53239632,3.04E-08
550,357,818,0.508269732,3.04E-08
550,352,887,0.52088939,3.05E-08
550,343,868,0.539996641,3.05E-08
550,361,884,0.547883024,3.04E-08
550,342,785,0.477590267,3.04E-08
550,334,819,0.512888001,3.05E-08
550,341,804,0.501480453,3.04E-08
550,333,836,0.516118668,3.05E-08
550,340,813,0.484707256,3.05E-08
550,325,799,0.488014047,3.04E-08
550,339,822,0.515833118,3.04E-08
550,322,787,0.500074906,3.04E-08
550,349,777,0.49569014,3.05E-08
550,346,792,0.472285406,3.04E-08
550,351,749,0.483141347,3.04E-08
550,348,870,0.531524077,3.05E-08
550,353,824,0.505279327,3.05E-08
550,324,876,0.539187885,3.05E-08
550,357,793,0.495562658,3.04E-08
550,341,873,0.528362434,3.05E-08
550,353,837,0.512408487,3.04E-08
550,345,842,0.523367162,3.05E-08
550,324,833,0.507718518,3.04E-08
550,349,769,0.504441508,3.05E-08
550,367,840,0.518628141,3.05E-08
550,349,861,0.523751781,3.05E-08
550,354,826,0.527210206,3.04E-08
600,360,762,0.489718116,3.05E-08
600,364,828,0.494719047,3.05E-08
600,372,818,0.501060367,3.04E-08
600,366,863,0.537298805,3.04E-08
600,360,766,0.477969459,3.04E-08
600,363,759,0.473791183,3.04E-08
600,365,808,0.521425656,3.04E-08
600,355,821,0.493813229,3.05E-08
600,356,787,0.512331104,3.04E-08
600,386,880,0.554103146,3.05E-08
600,388,807,0.50877361,3.05E-08
600,375,820,0.492965446,3.05E-08
600,399,803,0.501709837,3.05E-08
600,384,831,0.517110662,3.05E-08
600,362,835,0.520120932,3.04E-08
600,361,786,0.487247264,3.05E-08
600,355,896,0.546295245,3.04E-08
600,381,784,0.489006298,3.04E-08
600,394,823,0.499273195,3.04E-08
600,378,802,0.497463522,3.04E-08
600,374,802,0.49523706,3.04E-08
600,370,797,0.49914716,3.04E-08
600,372,809,0.518995368,3.05E-08
600,364,817,0.504614994,3.05E-08
600,370,800,0.487336703,3.05E-08
600,368,820,0.538613666,3.04E-08
600,363,765,0.467214034,3.04E-08
600,364,780,0.506207816,3.04E-08
600,377,830,0.529978003,3.05E-08
600,359,781,0.496718855,3.05E-08
600,353,846,0.517144149,3.04E-08
600,380,843,0.526500901,3.04E-08
600,350,829,0.520216816,3.04E-08
600,373,715,0.440405222,3.05E-08
600,383,853,0.527054219,3.04E-08
600,378,806,0.524030801,3.04E-08
600,382,831,0.511899956,3.05E-08
600,376,833,0.510627,3.04E-08
600,362,824,0.516270959,3.04E-08
600,365,835,0.509777047,3.04E-08
600,380,887,0.534481949,3.04E-08
600,369,841,0.494543914,3.04E-08
600,361,761,0.47309469,3.05E-08
600,357,828,0.506581463,3.05E-08
600,376,769,0.485969486,3.04E-08
600,373,762,0.491155745,3.05E-08
600,376,764,0.476653933,3.05E-08
600,369,819,0.50417117,3.05E-08
600,381,802,0.522656969,3.05E-08
600,375,797,0.50199998,3.05E-08
600,361,832,0.520359617,3.05E-08
600,373,882,0.554109018,3.05E-08
600,380,764,0.485487654,3.04E-08
600,373,838,0.52416958,3.05E-08
600,384,860,0.525735005,3.04E-08
600,361,869,0.528051492,3.04E-08
600,361,809,0.521252272,3.05E-08
600,388,882,0.519123587,3.05E-08
600,372,766,0.487779343,3.05E-08
600,368,816,0.530419736,3.04E-08
600,384,801,0.498158029,3.05E-08
600,366,805,0.511331643,3.04E-08
600,391,890,0.530164047,3.05E-08
600,387,832,0.514467336,3.04E-08
600,377,825,0.512335655,3.04E-08
600,376,766,0.479750121,3.04E-08
600,374,836,0.51233413,3.05E-08
600,361,801,0.505813704,3.04E-08
600,381,838,0.520910904,3.05E-08
600,386,779,0.490838808,3.05E-08
600,369,854,0.526110692,3.04E-08
600,396,776,0.496151143,3.05E-08
600,367,778,0.492457302,3.05E-08
600,363,833,0.53083725,3.05E-08
600,377,832,0.507400705,3.04E-08
600,360,783,0.487298812,3.05E-08
600,388,848,0.51929823,3.04E-08
600,382,857,0.529429887,3.04E-08
600,378,847,0.513668642,3.04E-08
600,366,849,0.526466472,3.04E-08
600,347,863,0.534592128,3.05E-08
600,372,788,0.479972369,3.05E-08
600,382,820,0.50559523,3.05E-08
600,373,857,0.515356381,3.05E-08
600,376,757,0.46724986,3.05E-08
600,368,848,0.51317947,3.05E-08
600,367,778,0.478791112,3.05E-08
600,356,820,0.512150058,3.04E-08
600,371,832,0.509979614,3.04E-08
600,364,869,0.520387182,3.05E-08
600,366,791,0.508536288,3.04E-08
600,366,792,0.496072068,3.04E-08
600,352,808,0.506854837,3.05E-08
600,375,784,0.501141654,3.05E-08
600,364,778,0.499978125,3.04E-08
600,381,797,0.472265272,3.04E-08
600,361,838,0.532527413,3.04E-08
600,375,811,0.51552518,3.04E-08
600,350,805,0.496305896,3.04E-08
600,378,852,0.530720977,3.05E-08
650,407,804,0.484429281,3.05E-08
650,407,818,0.508618226,3.05E-08
650,404,866,0.534168998,3.04E-08
650,392,801,0.494119661,3.04E-08
650,408,874,0.537402854,3.04E-08
650,399,811,0.507124003,3.04E-08
650,412,816,0.497344434,3.05E-08
650,392,870,0.533566261,3.05E-08
650,401,823,0.509598245,3.04E-08
650,403,856,0.523845263,3.04E-08
650,410,859,0.530351154,3.04E-08
650,388,748,0.479638848,3.04E-08
650,411,783,0.490666964,3.05E-08
650,385,862,0.525007946,3.05E-08
650,390,716,0.457080785,3.04E-08
650,411,824,0.519029557,3.05E-08
650,390,798,0.504200249,3.04E-08
650,393,770,0.476395689,3.04E-08
650,397,851,0.516009408,3.04E-08
650,417,779,0.487734956,3.04E-08
650,394,819,0.482762837,3.04E-08
650,376,776,0.49169734,3.04E-08
650,389,834,0.510641341,3.05E-08
650,397,865,0.528333405,3.04E-08
650,407,816,0.504654042,3.04E-08
650,399,807,0.512450045,3.04E-08
650,396,796,0.503396705,3.04E-08
650,387,850,0.511058519,3.05E-08
650,406,813,0.507138654,3.05E-08
650,414,885,0.545320351,3.05E-08
650,420,818,0.521587511,3.05E-08
650,409,881,0.543438535,3.05E-08
650,428,806,0.501476184,3.04E-08
650,402,831,0.504630216,3.04E-08
650,406,802,0.502980934,3.04E-08
650,407,888,0.550057145,3.05E-08
650,415,796,0.494972369,3.04E-08
650,399,771,0.470827346,3.04E-08
650,404,817,0.504461049,3.05E-08
650,407,878,0.522637157,3.04E-08
650,388,879,0.523828521,3.04E-08
650,386,791,0.49414763,3.04E-08
650,388,796,0.503970716,3.04E-08
650,401,835,0.521530249,3.04E-08
650,411,804,0.488968418,3.04E-08
650,411,845,0.519673203,3.05E-08
650,403,736,0.466606392,3.04E-08
650,403,810,0.521570571,3.04E-08
650,403,818,0.496004055,3.05E-08
650,398,775,0.482192133,3.04E-08
650,428,835,0.529180359,3.04E-08
650,403,878,0.532146598,3.04E-08
650,418,781,0.485887145,3.04E-08
650,389,786,0.479393749,3.05E-08
650,402,797,0.50363596,3.04E-08
650,393,809,0.485626923,3.04E-08
650,411,815,0.509598073,3.04E-08
650,381,854,0.517730765,3.05E-08
650,413,813,0.501298173,3.05E-08
650,402,813,0.512935187,3.05E-08
650,400,835,0.521996666,3.05E-08
650,414,849,0.541165861,3.04E-08
650,407,795,0.502020849,3.05E-08
650,388,771,0.494948636,3.04E-08
650,411,860,0.542419471,3.05E-08
650,388,740,0.471768848,3.04E-08
650,399,801,0.499737584,3.05E-08
650,419,796,0.490851057,3.05E-08
650,387,860,0.530397001,3.05E-08
650,398,800,0.52211886,3.05E-08
650,398,786,0.489207549,3.05E-08
650,409,818,0.5008064,3.04E-08
650,414,839,0.515996821,3.05E-08
650,419,875,0.537508886,3.05E-08
650,402,825,0.508710372,3.04E-08
650,392,824,0.508292137,3.05E-08
650,398,872,0.545019877,3.05E-08
650,410,784,0.488742324,3.04E-08
650,406,783,0.473476187,3.04E-08
650,404,850,0.507960425,3.04E-08
650,401,862,0.520489267,3.04E-08
650,389,774,0.477166476,3.05E-08
650,408,839,0.533287993,3.04E-08
650,387,752,0.480748255,3.05E-08
650,383,860,0.517528558,3.04E-08
650,402,838,0.512870888,3.05E-08
650,389,823,0.505255567,3.05E-08
650,405,757,0.470778915,3.05E-08
650,408,839,0.539494753,3.05E-08
650,385,818,0.51231575,3.04E-08
650,416,846,0.504420949,3.05E-08
650,406,799,0.499923532,3.04E-08
650,424,853,0.522586045,3.04E-08
650,403,869,0.537284168,3.05E-08
650,403,883,0.527615544,3.05E-08
650,400,817,0.500212124,3.05E-08
650,413,775,0.481084654,3.04E-08
650,404,800,0.500164912,3.04E-08
650,407,855,0.528438079,3.05E-08
650,392,829,0.506945392,3.05E-08
700,426,847,0.529728033,3.04E-08
700,449,770,0.505628665,3.04E-08
700,429,810,0.501614592,3.04E-08
700,433,820,0.500995904,3.05E-08
700,436,829,0.503353008,3.04E-08
700,418,785,0.495346788,3.04E-08
700,441,830,0.513799777,3.04E-08
700,425,854,0.526459282,3.05E-08
700,443,839,0.518348539,3.05E-08
700,430,855,0.50785192,3.05E-08
700,397,823,0.5025522,3.04E-08
700,436,772,0.486016863,3.04E-08
700,416,836,0.51730999,3.04E-08
700,417,793,0.495325013,3.05E-08
700,431,833,0.520015746,3.04E-08
700,425,808,0.507138129,3.05E-08
700,438,817,0.512948203,3.05E-08
700,435,780,0.492214974,3.05E-08
700,428,800,0.487716684,3.04E-08
700,439,837,0.49424789,3.04E-08
700,444,883,0.526227855,3.04E-08
700,418,786,0.499169665,3.04E-08
700,414,808,0.513038141,3.05E-08
700,429,795,0.492994396,3.04E-08
700,428,818,0.514823092,3.05E-08
700,447,846,0.522470683,3.04E-08
700,428,809,0.496450339,3.04E-08
700,427,829,0.531249584,3.04E-08
700,420,838,0.519979843,3.05E-08
700,402,841,0.506796725,3.04E-08
700,428,819,0.518022328,3.05E-08
700,436,804,0.511383256,3.05E-08
700,434,858,0.53417567,3.04E-08
700,444,811,0.495935028,3.05E-08
700,441,790,0.501554797,3.04E-08
700,426,805,0.495555961,3.05E-08
700,439,800,0.503829618,3.05E-08
700,432,862,0.513931205,3.04E-08
700,408,795,0.504702003,3.05E-08
700,440,847,0.522199058,3.04E-08
700,425,808,0.511124041,3.04E-08
700,434,812,0.511112767,3.04E-08
700,436,773,0.493673289,3.05E-08
700,404,760,0.480621365,3.04E-08
700,420,813,0.498251247,3.04E-08
700,423,842,0.524775245,3.04E-08
700,430,809,0.493074736,3.04E-08
700,417,816,0.527707446,3.05E-08
700,426,851,0.517431787,3.04E-08
700,431,907,0.546833452,3.04E-08
700,437,839,0.530898404,3.05E-08
700,413,767,0.481994852,3.04E-08
700,425,910,0.542601979,3.04E-08
700,429,832,0.503871575,3.04E-08
700,431,766,0.483440326,3.05E-08
700,410,816,0.486763189,3.04E-08
700,415,817,0.512949686,3.05E-08
700,425,816,0.508232131,3.05E-08
700,433,782,0.489575155,3.04E-08
700,422,779,0.49196824,3.04E-08
700,419,811,0.488927563,3.04E-08
700,441,791,0.493724784,3.04E-08
700,431,812,0.50385622,3.04E-08
700,425,794,0.496615366,3.04E-08
700,429,835,0.51219084,3.04E-08
700,417,795,0.503597193,3.04E-08
700,426,801,0.511116088,3.04E-08
700,435,792,0.491868669,3.04E-08
700,418,813,0.514541273,3.05E-08
